episode_i,targets_Qvalue,time-step,episode_reward,train/loss,policy_loss,value_loss,entropy
79,,34,,,,,2.17
79,,35,,,,,3.92
79,,36,3.99,,6.32,0.95,2.97
80,,0,,,,,0.94
80,,1,,,,,2.66
80,,2,,,,,3.52
80,,3,,,,,4.26
80,,4,,,,,3.75
80,,5,,,,,2.69
80,,6,,,,,0.73
80,,7,,,,,3.47
80,,8,,,,,2.4
80,,9,,,,,2.76
80,,10,,,,,2.24
80,,11,,,,,1.62
80,,12,,,,,3.76
80,,13,,,,,4.26
80,,14,,,,,0.99
80,,15,,,,,0.52
80,,16,,,,,2.88
80,,17,,,,,0.3
80,,18,,,,,3.55
80,,19,,,,,2.37
80,,20,,,,,4.07
80,,21,,,,,1.38
80,,22,,,,,2.48
80,,23,,,,,3.8
80,,24,,,,,3.29
80,,25,,,,,2.95
80,,26,,,,,2.55
80,,27,,,,,2.88
80,,28,,,,,0.26
80,,29,,,,,4.55
80,,30,,,,,0.94
80,,31,,,,,2.15
80,,32,,,,,3.94
80,,33,,,,,3.62
80,,34,,,,,0.66
80,,35,,,,,2.21
80,,36,,,,,2.4
80,,37,,,,,4.22
80,,38,3.51,,3.96,4.77,2.48
81,,0,,,,,2.35
81,,1,,,,,1.48
81,,2,,,,,1.52
81,,3,,,,,4.16
81,,4,,,,,0.57
81,,5,,,,,4.31
81,,6,,,,,1.5
81,,7,,,,,4.2
81,,8,,,,,3.41
81,,9,,,,,4.34
81,,10,,,,,3.16
81,,11,,,,,3.58
81,,12,,,,,0.91
81,,13,,,,,0.52
81,,14,,,,,2.85
81,,15,,,,,1.31
81,,16,,,,,1.33
81,,17,,,,,2.11
81,,18,,,,,0.75
81,,19,,,,,2.64
81,,20,,,,,1.23
81,,21,,,,,0.95
81,,22,,,,,3.76
81,,23,,,,,4.81
81,,24,,,,,1.99
81,,25,,,,,2.24
81,,26,,,,,0.62
81,,27,,,,,1.68
81,,28,,,,,4.61
81,,29,,,,,2.29
81,,30,,,,,3.69
81,,31,,,,,4.33
81,,32,,,,,1.68
81,,33,,,,,4.57
81,,34,,,,,1.98
81,,35,,,,,2.38
81,,36,5.47,,4.83,6.73,2.76
82,,0,,,,,4.06
82,,1,,,,,0.26
82,,2,,,,,1.13
82,,3,,,,,1.75
82,,4,,,,,2.55
82,,5,,,,,1.33
82,,6,,,,,2.45
82,,7,,,,,2.5
82,,8,,,,,4.03
82,,9,,,,,1.02
82,,10,,,,,2.76
82,,11,,,,,2.03
82,,12,,,,,3.15
82,,13,,,,,0.24
82,,14,,,,,2.07
82,,15,,,,,4.07
82,,16,,,,,4.7
82,,17,,,,,3.77
82,,18,,,,,3.54
82,,19,,,,,1.55
82,,20,,,,,1.45
82,,21,,,,,1.59
82,,22,,,,,2.99
82,,23,,,,,0.68
82,,24,,,,,4.6
82,,25,,,,,3.15
82,,26,,,,,2.42
82,,27,,,,,1.53
82,,28,,,,,0.15
82,,29,,,,,3.28
82,,30,,,,,1.96
82,,31,,,,,2.16
82,,32,,,,,4.61
82,,33,,,,,3.75
82,,34,,,,,2.68
82,,35,-6.44,,5.82,7.41,0.18
83,,0,,,,,1.33
83,,1,,,,,3.98
83,,2,,,,,2.27
83,,3,,,,,0.33
83,,4,,,,,4.9
83,,5,,,,,2.01
83,,6,,,,,3.19
83,,7,,,,,2.13
83,,8,,,,,3.5
83,,9,,,,,0.31
83,,10,,,,,0.49
83,,11,,,,,1.94
83,,12,,,,,0.46
83,,13,,,,,1.96
83,,14,,,,,1.2
83,,15,,,,,1.14
83,,16,,,,,0.64
83,,17,,,,,3.76
83,,18,,,,,4.27
83,,19,,,,,4.88
83,,20,,,,,1.2
83,,21,,,,,4.99
83,,22,,,,,0.99
83,,23,,,,,3.37
83,,24,,,,,0.42
83,,25,,,,,2.95
83,,26,,,,,0.04
83,,27,,,,,0.41
83,,28,,,,,0.41
83,,29,,,,,1.66
83,,30,,,,,0.38
83,,31,,,,,1.49
83,,32,,,,,0.98
83,,33,,,,,4.55
83,,34,,,,,0.53
83,,35,0.99,,8,2.83,0.95
84,,0,,,,,1.69
84,,1,,,,,3.91
84,,2,,,,,4.69
84,,3,,,,,3.11
84,,4,,,,,0.38
84,,5,,,,,4.02
84,,6,,,,,0.87
84,,7,,,,,0.72
84,,8,,,,,0.2
84,,9,,,,,1.29
84,,10,,,,,4.95
84,,11,,,,,2.67
84,,12,,,,,0.28
84,,13,,,,,0.08
84,,14,,,,,0.48
84,,15,,,,,2.72
84,,16,,,,,3.6
84,,17,,,,,2.5
84,,18,,,,,0.96
84,,19,,,,,0.83
84,,20,,,,,0.94
84,,21,,,,,1.58
84,,22,,,,,2.47
84,,23,,,,,0.41
84,,24,,,,,4.94
84,,25,,,,,4.08
84,,26,,,,,3.96
84,,27,,,,,3.83
84,,28,,,,,1.64
84,,29,,,,,3.19
84,,30,,,,,0.82
84,,31,,,,,2.12
84,,32,,,,,4.08
84,,33,,,,,4.17
84,,34,,,,,1.99
84,,35,,,,,0.92
84,,36,,,,,4.19
84,,37,,,,,2.92
84,,38,-6.51,,5.19,6.16,1.92
85,,0,,,,,1.67
85,,1,,,,,0.75
85,,2,,,,,3.49
85,,3,,,,,2.15
85,,4,,,,,0.27
85,,5,,,,,1.63
85,,6,,,,,3.84
85,,7,,,,,0.04
85,,8,,,,,2.47
85,,9,,,,,0.75
85,,10,,,,,2.19
85,,11,,,,,1.23
85,,12,,,,,2.97
85,,13,,,,,3.46
85,,14,,,,,2.43
85,,15,,,,,4.28
85,,16,,,,,1.28
85,,17,,,,,1.95
85,,18,,,,,0.02
85,,19,,,,,4.81
85,,20,,,,,1.15
85,,21,,,,,2.41
85,,22,,,,,4.28
85,,23,,,,,2.31
85,,24,,,,,3.51
85,,25,,,,,3.47
85,,26,,,,,1.19
85,,27,,,,,4.51
85,,28,,,,,1.8
85,,29,,,,,0.49
85,,30,,,,,0.05
85,,31,,,,,0.49
85,,32,,,,,2.11
85,,33,,,,,0.13
85,,34,-10.78,,4.69,5.72,3.28
86,,0,,,,,2.64
86,,1,,,,,2.87
86,,2,,,,,4.77
86,,3,,,,,3.22
86,,4,,,,,1.5
86,,5,,,,,4.64
86,,6,,,,,4.7
86,,7,,,,,1.76
86,,8,,,,,2.07
86,,9,,,,,3.18
86,,10,,,,,3.26
86,,11,,,,,0.94
86,,12,,,,,1.02
86,,13,,,,,4.47
86,,14,,,,,0.68
86,,15,,,,,4.65
86,,16,,,,,4.88
86,,17,,,,,5
86,,18,,,,,4.65
86,,19,,,,,3.55
86,,20,,,,,2.71
86,,21,,,,,0.55
86,,22,,,,,3.92
86,,23,,,,,3.54
86,,24,,,,,2
86,,25,,,,,1.69
86,,26,,,,,3.42
86,,27,,,,,1.29
86,,28,,,,,0.92
86,,29,,,,,1.91
86,,30,,,,,2.49
86,,31,,,,,1.29
86,,32,,,,,3.52
86,,33,,,,,3.54
86,,34,,,,,0.47
86,,35,,,,,3.39
86,,36,,,,,2.87
86,,37,,,,,4.73
86,,38,,,,,2.38
86,,39,,,,,0.98
86,,40,6.34,,4.84,6.89,4.25
87,,0,,,,,2.86
87,,1,,,,,0.13
87,,2,,,,,5
87,,3,,,,,0.2
87,,4,,,,,0.17
87,,5,,,,,4.01
87,,6,,,,,4.99
87,,7,,,,,0.63
87,,8,,,,,2.65
87,,9,,,,,3.55
87,,10,,,,,0.57
87,,11,,,,,4.42
87,,12,,,,,3.9
87,,13,,,,,3.08
87,,14,,,,,3.99
87,,15,,,,,2.88
87,,16,,,,,3.23
87,,17,,,,,2.16
87,,18,,,,,0.29
87,,19,,,,,2.03
87,,20,,,,,3.66
87,,21,,,,,1.59
87,,22,,,,,4.51
87,,23,,,,,1.54
87,,24,,,,,4.03
87,,25,,,,,3.34
87,,26,,,,,1.51
87,,27,,,,,2.53
87,,28,,,,,2.85
87,,29,,,,,3.34
87,,30,,,,,0.68
87,,31,,,,,3.4
87,,32,,,,,2
87,,33,,,,,1
87,,34,,,,,4.31
87,,35,,,,,4.21
87,,36,,,,,3.48
87,,37,,,,,3.8
87,,38,,,,,0.5
87,,39,,,,,3.7
87,,40,,,,,4.2
87,,41,,,,,2.66
87,,42,,,,,4.87
87,,43,,,,,2.24
87,,44,1.52,,9.18,1.49,1.46
88,,0,,,,,3.13
88,,1,,,,,3.37
88,,2,,,,,2.63
88,,3,,,,,4.34
88,,4,,,,,4.11
88,,5,,,,,4.31
88,,6,,,,,3.48
88,,7,,,,,3.23
88,,8,,,,,1.4
88,,9,,,,,0.68
88,,10,,,,,2.06
88,,11,,,,,2.73
88,,12,,,,,0.95
88,,13,,,,,0
88,,14,,,,,0.14
88,,15,,,,,2.13
88,,16,,,,,2.01
88,,17,,,,,3.87
88,,18,,,,,0.83
88,,19,,,,,3.9
88,,20,,,,,3.5
88,,21,,,,,0.52
88,,22,,,,,2.8
88,,23,,,,,3.86
88,,24,,,,,4
88,,25,,,,,2.77
88,,26,,,,,3.55
88,,27,,,,,4.98
88,,28,,,,,2.05
88,,29,,,,,4.84
88,,30,,,,,1.02
88,,31,,,,,3.06
88,,32,,,,,4.82
88,,33,,,,,3.57
88,,34,,,,,1.12
88,,35,,,,,2.19
88,,36,,,,,2.94
88,,37,,,,,1.97
88,,38,,,,,3.19
88,,39,-1.61,,6.14,4.14,3.46
89,,0,,,,,1.67
89,,1,,,,,3.89
89,,2,,,,,4.9
89,,3,,,,,1.48
89,,4,,,,,0.08
89,,5,,,,,2.63
89,,6,,,,,0.66
89,,7,,,,,2.96
89,,8,,,,,2.02
89,,9,,,,,3.93
89,,10,,,,,0.35
89,,11,,,,,1.23
89,,12,,,,,2.09
89,,13,,,,,4.11
89,,14,,,,,2.51
89,,15,,,,,3.2
89,,16,,,,,3.67
89,,17,,,,,3.45
89,,18,,,,,1.35
89,,19,,,,,1.02
89,,20,,,,,2.89
89,,21,,,,,0.42
89,,22,,,,,3.71
89,,23,,,,,0.73
89,,24,,,,,1.94
89,,25,,,,,3.59
89,,26,,,,,0.93
89,,27,,,,,2.09
89,,28,,,,,3.43
89,,29,,,,,2.39
89,,30,,,,,4.52
89,,31,,,,,1.73
89,,32,,,,,4.94
89,,33,,,,,3.56
89,,34,,,,,1.95
89,,35,,,,,2.41
89,,36,,,,,4.1
89,,37,-5.41,,9.65,7.42,2.1
90,,0,,,,,4.89
90,,1,,,,,0.27
90,,2,,,,,0.32
90,,3,,,,,3.3
90,,4,,,,,2.78
90,,5,,,,,1.99
90,,6,,,,,0.53
90,,7,,,,,4.32
90,,8,,,,,3.05
90,,9,,,,,4.39
90,,10,,,,,4.87
90,,11,,,,,2.57
90,,12,,,,,4.47
90,,13,,,,,0.06
90,,14,,,,,1.39
90,,15,,,,,1.49
90,,16,,,,,2.52
90,,17,,,,,3.59
90,,18,,,,,0.81
90,,19,,,,,4.41
90,,20,,,,,4.19
90,,21,,,,,2.95
90,,22,,,,,4.96
90,,23,,,,,4.99
90,,24,,,,,4.02
90,,25,,,,,1.54
90,,26,,,,,2.99
90,,27,,,,,0.87
90,,28,,,,,4.57
90,,29,,,,,4.28
90,,30,,,,,3.08
90,,31,,,,,0.33
90,,32,,,,,1.65
90,,33,,,,,1.12
90,,34,,,,,3.24
90,,35,,,,,4.96
90,,36,,,,,0.44
90,,37,1.68,,5.49,1.63,4.63
91,,0,,,,,4.66
91,,1,,,,,0.05
91,,2,,,,,4.44
91,,3,,,,,0.56
91,,4,,,,,1.41
91,,5,,,,,1.88
91,,6,,,,,3.71
91,,7,,,,,1.37
91,,8,,,,,1.76
91,,9,,,,,0.39
91,,10,,,,,0.91
91,,11,,,,,1.32
91,,12,,,,,1.56
91,,13,,,,,0.88
91,,14,,,,,3.29
91,,15,,,,,4.29
91,,16,,,,,2
91,,17,,,,,2.74
91,,18,,,,,1.43
91,,19,,,,,1.1
91,,20,,,,,0.54
91,,21,,,,,2.99
91,,22,,,,,1.14
91,,23,,,,,0.24
91,,24,,,,,2.42
91,,25,,,,,4.3
91,,26,,,,,0.28
91,,27,,,,,1.53
91,,28,,,,,1.65
91,,29,,,,,1.91
91,,30,,,,,0.93
91,,31,,,,,3.82
91,,32,,,,,4.85
91,,33,,,,,4.75
91,,34,,,,,4.56
91,,35,-13.61,,8.14,5.11,0.57
92,,0,,,,,0.37
92,,1,,,,,2.95
92,,2,,,,,3.84
92,,3,,,,,1.62
92,,4,,,,,2.27
92,,5,,,,,3.05
92,,6,,,,,0.67
92,,7,,,,,3.01
92,,8,,,,,3.23
92,,9,,,,,1.95
92,,10,,,,,2.98
92,,11,,,,,2.37
92,,12,,,,,2.09
92,,13,,,,,3.49
92,,14,,,,,4.1
92,,15,,,,,0.4
92,,16,,,,,2.53
92,,17,,,,,2.6
92,,18,,,,,1.79
92,,19,,,,,0.9
92,,20,,,,,3.2
92,,21,,,,,1.49
92,,22,,,,,1.74
92,,23,,,,,0.32
92,,24,,,,,4.65
92,,25,,,,,1.8
92,,26,,,,,4.77
92,,27,,,,,1.06
92,,28,,,,,1.64
92,,29,,,,,2.76
92,,30,,,,,0.8
92,,31,,,,,1.38
92,,32,,,,,3.58
92,,33,,,,,4.22
92,,34,,,,,1.21
92,,35,,,,,4.05
92,,36,,,,,4.67
92,,37,-6.74,,2.57,4.59,2.29
93,,0,,,,,2.15
93,,1,,,,,2.27
93,,2,,,,,1.92
93,,3,,,,,0.15
93,,4,,,,,3.66
93,,5,,,,,2.74
93,,6,,,,,4.78
93,,7,,,,,4.75
93,,8,,,,,1.4
93,,9,,,,,1.9
93,,10,,,,,4.14
93,,11,,,,,0.76
93,,12,,,,,2.73
93,,13,,,,,3.8
93,,14,,,,,0.32
93,,15,,,,,4.35
93,,16,,,,,2.4
93,,17,,,,,2.42
93,,18,,,,,1.65
93,,19,,,,,0.51
93,,20,,,,,3.65
93,,21,,,,,4.6
93,,22,,,,,3.14
93,,23,,,,,2.51
93,,24,,,,,0.55
93,,25,,,,,4.18
93,,26,,,,,4.81
93,,27,,,,,1.46
93,,28,,,,,0.46
93,,29,,,,,3.58
93,,30,,,,,3.95
93,,31,,,,,3.41
93,,32,,,,,2.76
93,,33,,,,,2.92
93,,34,,,,,2.11
93,,35,,,,,2
93,,36,,,,,1.36
93,,37,,,,,0.71
93,,38,,,,,2.77
93,,39,,,,,3.93
93,,40,,,,,3.1
93,,41,,,,,1.69
93,,42,-5.8,,5.76,2.78,0.17
94,,0,,,,,3.98
94,,1,,,,,3.36
94,,2,,,,,1.18
94,,3,,,,,2.79
94,,4,,,,,2.91
94,,5,,,,,4.88
94,,6,,,,,4.53
94,,7,,,,,1.86
94,,8,,,,,0.94
94,,9,,,,,1.79
94,,10,,,,,2.34
94,,11,,,,,0.58
94,,12,,,,,2.06
94,,13,,,,,2.58
94,,14,,,,,0.96
94,,15,,,,,0.62
94,,16,,,,,4.63
94,,17,,,,,1.19
94,,18,,,,,0.25
94,,19,,,,,2.38
94,,20,,,,,1.92
94,,21,,,,,4.19
94,,22,,,,,4.68
94,,23,,,,,4.14
94,,24,,,,,2.67
94,,25,,,,,4.68
94,,26,,,,,0.86
94,,27,,,,,1.65
94,,28,,,,,3.31
94,,29,,,,,3.74
94,,30,,,,,2.57
94,,31,,,,,4.62
94,,32,,,,,4.55
94,,33,,,,,4.53
94,,34,,,,,0.47
94,,35,,,,,1.02
94,,36,1.43,,2.42,7.44,2
95,,0,,,,,2.63
95,,1,,,,,0.13
95,,2,,,,,2.85
95,,3,,,,,1.8
95,,4,,,,,4.23
95,,5,,,,,3.92
95,,6,,,,,2.43
95,,7,,,,,3.32
95,,8,,,,,0.97
95,,9,,,,,4.3
95,,10,,,,,0.48
95,,11,,,,,0.26
95,,12,,,,,4.28
95,,13,,,,,0.55
95,,14,,,,,2.6
95,,15,,,,,4.89
95,,16,,,,,0.67
95,,17,,,,,4.58
95,,18,,,,,2.79
95,,19,,,,,1.69
95,,20,,,,,1.25
95,,21,,,,,4.89
95,,22,,,,,3.57
95,,23,,,,,2.93
95,,24,,,,,2.74
95,,25,,,,,1.06
95,,26,,,,,4.38
95,,27,,,,,2.8
95,,28,,,,,1.14
95,,29,,,,,3.24
95,,30,,,,,0.46
95,,31,,,,,3.13
95,,32,,,,,2.36
95,,33,,,,,2.85
95,,34,,,,,0.74
95,,35,,,,,4.22
95,,36,,,,,1.28
95,,37,,,,,3.33
95,,38,,,,,0.07
95,,39,,,,,1.04
95,,40,,,,,3.52
95,,41,4.8,,2.41,5.51,1.12
96,,0,,,,,1.19
96,,1,,,,,0.7
96,,2,,,,,2.09
96,,3,,,,,2.56
96,,4,,,,,2.3
96,,5,,,,,3.64
96,,6,,,,,3.17
96,,7,,,,,4.83
96,,8,,,,,1.24
96,,9,,,,,1.62
96,,10,,,,,3.15
96,,11,,,,,0.93
96,,12,,,,,1.18
96,,13,,,,,1.66
96,,14,,,,,4.83
96,,15,,,,,3.9
96,,16,,,,,1.36
96,,17,,,,,3.11
96,,18,,,,,1.86
96,,19,,,,,1.43
96,,20,,,,,4.76
96,,21,,,,,0.4
96,,22,,,,,4.45
96,,23,,,,,0.1
96,,24,,,,,1.7
96,,25,,,,,3.07
96,,26,,,,,2.55
96,,27,,,,,0.44
96,,28,,,,,0.99
96,,29,,,,,1.55
96,,30,,,,,3.57
96,,31,,,,,1.53
96,,32,,,,,0.5
96,,33,,,,,3.06
96,,34,,,,,4.79
96,,35,,,,,4.1
96,,36,,,,,1.43
96,,37,,,,,2.63
96,,38,,,,,3.67
96,,39,-6.62,,1.49,7.59,0.47
97,,0,,,,,3.53
97,,1,,,,,0.06
97,,2,,,,,1.78
97,,3,,,,,1.09
97,,4,,,,,1.1
97,,5,,,,,3.93
97,,6,,,,,1.77
97,,7,,,,,4.54
97,,8,,,,,0.48
97,,9,,,,,3.35
97,,10,,,,,4.41
97,,11,,,,,2.76
97,,12,,,,,1.05
97,,13,,,,,0.13
97,,14,,,,,2.64
97,,15,,,,,1
97,,16,,,,,4.21
97,,17,,,,,2.65
97,,18,,,,,0.05
97,,19,,,,,3.33
97,,20,,,,,3.1
97,,21,,,,,3.9
97,,22,,,,,4.94
97,,23,,,,,3.51
97,,24,,,,,3.23
97,,25,,,,,2.12
97,,26,,,,,0.58
97,,27,,,,,0.19
97,,28,,,,,4.85
97,,29,,,,,2.49
97,,30,,,,,1.5
97,,31,,,,,1.68
97,,32,,,,,4.43
97,,33,,,,,1.53
97,,34,,,,,3.13
97,,35,,,,,0.43
97,,36,,,,,1.91
97,,37,,,,,1.06
97,,38,,,,,2.83
97,,39,-5.03,,6.84,8.82,0.19
98,,0,,,,,2.99
98,,1,,,,,0.85
98,,2,,,,,4.32
98,,3,,,,,3.3
98,,4,,,,,0.23
98,,5,,,,,4.6
98,,6,,,,,3.71
98,,7,,,,,3.01
98,,8,,,,,0.88
98,,9,,,,,1.81
98,,10,,,,,4.44
98,,11,,,,,3.36
98,,12,,,,,3.58
98,,13,,,,,1.4
98,,14,,,,,3.41
98,,15,,,,,1.6
98,,16,,,,,4.23
98,,17,,,,,4.15
98,,18,,,,,0.94
98,,19,,,,,4.14
98,,20,,,,,0.72
98,,21,,,,,4.42
98,,22,,,,,0.83
98,,23,,,,,3.74
98,,24,,,,,4.23
98,,25,,,,,0.04
98,,26,,,,,2.81
98,,27,,,,,4.75
98,,28,,,,,2.1
98,,29,,,,,2.42
98,,30,,,,,0.1
98,,31,,,,,0.02
98,,32,,,,,2.42
98,,33,,,,,3.92
98,,34,,,,,4.94
98,,35,,,,,0.12
98,,36,,,,,0.81
98,,37,,,,,3.06
98,,38,-7.86,,8,1.13,1.87
99,,0,,,,,0.78
99,,1,,,,,0.41
99,,2,,,,,2.69
99,,3,,,,,0.42
99,,4,,,,,2.66
99,,5,,,,,4.25
99,,6,,,,,4.79
99,,7,,,,,4.74
99,,8,,,,,1.39
99,,9,,,,,4.6
99,,10,,,,,3.61
99,,11,,,,,3.43
99,,12,,,,,0.34
99,,13,,,,,1.68
99,,14,,,,,2.04
99,,15,,,,,0.23
99,,16,,,,,2.87
99,,17,,,,,1.11
99,,18,,,,,1.26
99,,19,,,,,3.35
99,,20,,,,,4.27
99,,21,,,,,0.58
99,,22,,,,,4.92
99,,23,,,,,4.26
99,,24,,,,,2.07
99,,25,,,,,1.89
99,,26,,,,,4.57
99,,27,,,,,3.21
99,,28,,,,,4.86
99,,29,,,,,4.96
99,,30,,,,,0.35
99,,31,,,,,2.45
99,,32,,,,,1.91
99,,33,,,,,0.01
99,,34,,,,,1.34
99,,35,,,,,1.41
99,,36,,,,,4.59
99,,37,,,,,4.15
99,,38,,,,,4.4
99,,39,0.14,,9.51,0.63,3.91
100,,0,,,,,1.29
100,,1,,,,,0.86
100,,2,,,,,0.9
100,,3,,,,,3.21
100,,4,,,,,3.37
100,,5,,,,,1.29
100,,6,,,,,4.51
100,,7,,,,,2.63
100,,8,,,,,4.26
100,,9,,,,,2.75
100,,10,,,,,0.49
100,,11,,,,,4.4
100,,12,,,,,1.15
100,,13,,,,,0.97
100,,14,,,,,3.48
100,,15,,,,,4.9
100,,16,,,,,3.46
100,,17,,,,,0.19
100,,18,,,,,0.47
100,,19,,,,,3.82
100,,20,,,,,2.24
100,,21,,,,,0.7
100,,22,,,,,1.28
100,,23,,,,,1.25
100,,24,,,,,1.59
100,,25,,,,,0.68
100,,26,,,,,3.64
100,,27,,,,,3.41
100,,28,,,,,2.08
100,,29,,,,,3.29
100,,30,,,,,4.67
100,,31,,,,,0.3
100,,32,,,,,2.34
100,,33,,,,,0.09
100,,34,,,,,1.74
100,,35,,,,,1.22
100,,36,,,,,2.05
100,,37,,,,,1.44
100,,38,-7.36,,6.16,4.84,4.59
101,,0,,,,,3.68
101,,1,,,,,0.93
101,,2,,,,,3.84
101,,3,,,,,4.51
101,,4,,,,,4.72
101,,5,,,,,3.77
101,,6,,,,,4.95
101,,7,,,,,1.67
101,,8,,,,,3.36
101,,9,,,,,1.67
101,,10,,,,,4.33
101,,11,,,,,4.89
101,,12,,,,,1.82
101,,13,,,,,1.38
101,,14,,,,,3.23
101,,15,,,,,0.78
101,,16,,,,,0.43
101,,17,,,,,3.96
101,,18,,,,,3.99
101,,19,,,,,3.9
101,,20,,,,,2.54
101,,21,,,,,4.93
101,,22,,,,,1.48
101,,23,,,,,4.71
101,,24,,,,,4.63
101,,25,,,,,4.07
101,,26,,,,,3.62
101,,27,,,,,3.64
101,,28,,,,,1.52
101,,29,,,,,4.77
101,,30,,,,,1.75
101,,31,,,,,2.44
101,,32,,,,,4.22
101,,33,,,,,2.54
101,,34,,,,,3.28
101,,35,,,,,2.44
101,,36,-4.8,,7.79,2.19,4.38
102,,0,,,,,2.34
102,,1,,,,,1.74
102,,2,,,,,2.04
102,,3,,,,,4.96
102,,4,,,,,1.61
102,,5,,,,,4.22
102,,6,,,,,3.96
102,,7,,,,,3.54
102,,8,,,,,3.21
102,,9,,,,,0.78
102,,10,,,,,4
102,,11,,,,,3.05
102,,12,,,,,4.06
102,,13,,,,,1.08
102,,14,,,,,4.42
102,,15,,,,,3.7
102,,16,,,,,4.32
102,,17,,,,,4.5
102,,18,,,,,1.56
102,,19,,,,,2.23
102,,20,,,,,3.38
102,,21,,,,,2.65
102,,22,,,,,0.34
102,,23,,,,,2.54
102,,24,,,,,1.62
102,,25,,,,,0.36
102,,26,,,,,2.12
102,,27,,,,,2.65
102,,28,,,,,1.64
102,,29,,,,,4.18
102,,30,,,,,3.2
102,,31,,,,,2.38
102,,32,,,,,1.48
102,,33,,,,,4.32
102,,34,,,,,1.85
102,,35,,,,,2.65
102,,36,,,,,0.22
102,,37,-1.06,,2.46,0.11,4.35
103,,0,,,,,3.85
103,,1,,,,,3.97
103,,2,,,,,3.03
103,,3,,,,,3.24
103,,4,,,,,4.02
103,,5,,,,,1.88
103,,6,,,,,0.33
103,,7,,,,,3.82
103,,8,,,,,3.1
103,,9,,,,,3.04
103,,10,,,,,0.52
103,,11,,,,,1.58
103,,12,,,,,3.95
103,,13,,,,,2.24
103,,14,,,,,3.87
103,,15,,,,,1.85
103,,16,,,,,0.36
103,,17,,,,,3.88
103,,18,,,,,3.06
103,,19,,,,,4.21
103,,20,,,,,4.68
103,,21,,,,,4.14
103,,22,,,,,4.89
103,,23,,,,,4.8
103,,24,,,,,1.65
103,,25,,,,,0.42
103,,26,,,,,4.75
103,,27,,,,,4.44
103,,28,,,,,1.97
103,,29,,,,,4.87
103,,30,,,,,0.43
103,,31,,,,,2.99
103,,32,,,,,0.45
103,,33,,,,,3.42
103,,34,,,,,4.17
103,,35,,,,,0.68
103,,36,,,,,2.53
103,,37,,,,,2.98
103,,38,,,,,1
103,,39,,,,,4.75
103,,40,,,,,4.16
103,,41,,,,,3.75
103,,42,,,,,1.34
103,,43,-0.4,,3.34,3.14,4.32
104,,0,,,,,4.83
104,,1,,,,,4.42
104,,2,,,,,2.91
104,,3,,,,,1.98
104,,4,,,,,4.85
104,,5,,,,,4.39
104,,6,,,,,3.46
104,,7,,,,,4.14
104,,8,,,,,2.96
104,,9,,,,,4.71
104,,10,,,,,4.29
104,,11,,,,,0.1
104,,12,,,,,1.02
104,,13,,,,,0.89
104,,14,,,,,2.02
104,,15,,,,,1.79
104,,16,,,,,2.81
104,,17,,,,,2.38
104,,18,,,,,1.98
104,,19,,,,,2.53
104,,20,,,,,0.05
104,,21,,,,,0.54
104,,22,,,,,1.46
104,,23,,,,,2.29
104,,24,,,,,2.51
104,,25,,,,,1.04
104,,26,,,,,4.98
104,,27,,,,,0.87
104,,28,,,,,1.23
104,,29,,,,,2.1
104,,30,,,,,1.62
104,,31,,,,,0.65
104,,32,,,,,2.37
104,,33,,,,,3.94
104,,34,,,,,1.26
104,,35,3.91,,2.29,9.79,1.54
105,,0,,,,,2.81
105,,1,,,,,2.64
105,,2,,,,,3.36
105,,3,,,,,3.37
105,,4,,,,,3.51
105,,5,,,,,2.67
105,,6,,,,,4.07
105,,7,,,,,2.85
105,,8,,,,,4.36
105,,9,,,,,4.32
105,,10,,,,,2.95
105,,11,,,,,2.5
105,,12,,,,,1.37
105,,13,,,,,0.66
105,,14,,,,,1.03
105,,15,,,,,2.63
105,,16,,,,,1.25
105,,17,,,,,0.72
105,,18,,,,,1.67
105,,19,,,,,3.6
105,,20,,,,,3.1
105,,21,,,,,0.04
105,,22,,,,,4.43
105,,23,,,,,4.12
105,,24,,,,,3.63
105,,25,,,,,1.01
105,,26,,,,,1.38
105,,27,,,,,4.78
105,,28,,,,,4.05
105,,29,,,,,1.66
105,,30,,,,,4.31
105,,31,,,,,1.01
105,,32,,,,,1.82
105,,33,,,,,3.33
105,,34,8.5,,6.74,9.98,4.39
106,,0,,,,,3.87
106,,1,,,,,4.61
106,,2,,,,,1.31
106,,3,,,,,4.46
106,,4,,,,,1.82
106,,5,,,,,2.92
106,,6,,,,,3.19
106,,7,,,,,0.49
106,,8,,,,,2.34
106,,9,,,,,1.43
106,,10,,,,,1.18
106,,11,,,,,4.92
106,,12,,,,,2.24
106,,13,,,,,0.91
106,,14,,,,,0.17
106,,15,,,,,0.14
106,,16,,,,,0.27
106,,17,,,,,4.17
106,,18,,,,,0.9
106,,19,,,,,3.83
106,,20,,,,,2.45
106,,21,,,,,3.66
106,,22,,,,,4.36
106,,23,,,,,2.01
106,,24,,,,,0.4
106,,25,,,,,0.37
106,,26,,,,,4.51
106,,27,,,,,3.88
106,,28,,,,,2.96
106,,29,,,,,2.08
106,,30,,,,,4.1
106,,31,,,,,0.04
106,,32,,,,,2.56
106,,33,,,,,4.48
106,,34,,,,,1.08
106,,35,,,,,0.65
106,,36,,,,,2.96
106,,37,,,,,4.73
106,,38,2.45,,4.74,2.69,4.46
107,,0,,,,,3.97
107,,1,,,,,0.8
107,,2,,,,,0.11
107,,3,,,,,4.71
107,,4,,,,,4.08
